Date,Spacecraft,Rocket Bodies,Mission-Related Debris,Fragmentation Debris,Unassigned Type,Total,Year
2023.67,11410.0,2132.0,1980.0,11947.0,469.0,27938.0,2023
2023.75,11575.0,2128.0,1979.0,11901.0,466.0,28049.0,2023
2023.84,11747.0,2128.0,1969.0,11839.0,479.0,28162.0,2023
2023.92,11881.0,2132.0,1962.0,11792.0,496.0,28263.0,2023
2024.0,12011.0,2134.0,1958.0,11743.0,499.0,28345.0,2024
2024.09,12108.0,2135.0,1941.0,11675.0,520.0,28379.0,2024
2024.17,12283.0,2139.0,1932.0,11642.0,532.0,28528.0,2024
2024.25,12445.0,2135.0,1927.0,11593.0,537.0,28637.0,2024
2024.33,12640.0,2128.0,1916.0,11526.0,552.0,28762.0,2024
2024.42,12752.0,2130.0,1903.0,11498.0,548.0,28831.0,2024
2024.5,12784.0,2123.0,1897.0,11445.0,544.0,28793.0,2024
2024.58,13032.0,2128.0,1888.0,12064.0,563.0,29675.0,2024
2024.67,13046.0,2124.0,1895.0,12015.0,572.0,29652.0,2024
2024.75,13151.0,2129.0,1890.0,11972.0,563.0,29705.0,2024
2024.84,13357.0,2137.0,1889.0,11900.0,629.0,29912.0,2024
2024.92,13449.0,2136.0,1877.0,11791.0,621.0,29874.0,2024
