Date,Spacecraft,Rocket Bodies,Mission-Related Debris,Fragmentation Debris,Unassigned Type,Total,Year
1957.0,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.09,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.16,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.25,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.33,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.42,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.5,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.58,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.67,0.0,0.0,0.0,0.0,0.0,0.0,1957
1957.75,1.0,1.0,0.0,0.0,0.0,2.0,1957
1957.84,2.0,1.0,0.0,0.0,0.0,3.0,1957
1957.92,2.0,1.0,0.0,0.0,0.0,3.0,1957
1958.0,2.0,0.0,0.0,0.0,0.0,2.0,1958
1958.09,2.0,0.0,0.0,0.0,0.0,2.0,1958
1958.16,4.0,1.0,1.0,0.0,0.0,6.0,1958
1958.25,4.0,1.0,1.0,0.0,0.0,6.0,1958
1958.33,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.42,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.5,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.58,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.67,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.75,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.84,4.0,2.0,1.0,0.0,0.0,7.0,1958
1958.92,5.0,2.0,1.0,0.0,0.0,8.0,1958
1959.0,5.0,1.0,1.0,0.0,0.0,7.0,1959
1959.09,6.0,2.0,4.0,0.0,0.0,12.0,1959
1959.16,6.0,2.0,4.0,0.0,0.0,12.0,1959
1959.25,6.0,2.0,4.0,0.0,0.0,12.0,1959
1959.33,5.0,2.0,4.0,0.0,0.0,11.0,1959
1959.42,5.0,2.0,4.0,0.0,0.0,11.0,1959
1959.5,5.0,2.0,4.0,0.0,0.0,11.0,1959
1959.58,9.0,3.0,4.0,0.0,0.0,16.0,1959
1959.67,10.0,3.0,4.0,0.0,0.0,17.0,1959
1959.75,11.0,4.0,4.0,0.0,0.0,19.0,1959
1959.84,11.0,4.0,4.0,0.0,0.0,19.0,1959
1959.92,10.0,4.0,4.0,0.0,0.0,18.0,1959
1960.0,10.0,4.0,4.0,0.0,0.0,18.0,1960
1960.09,10.0,4.0,4.0,0.0,0.0,18.0,1960
1960.17,10.0,4.0,4.0,0.0,0.0,18.0,1960
1960.25,12.0,6.0,8.0,0.0,0.0,26.0,1960
1960.33,12.0,7.0,15.0,0.0,0.0,34.0,1960
1960.42,14.0,8.0,17.0,0.0,0.0,39.0,1960
1960.5,14.0,8.0,17.0,0.0,0.0,39.0,1960
1960.58,18.0,9.0,19.0,0.0,0.0,46.0,1960
1960.67,18.0,9.0,18.0,0.0,0.0,45.0,1960
1960.75,18.0,9.0,15.0,0.0,0.0,42.0,1960
1960.84,20.0,11.0,19.0,0.0,0.0,50.0,1960
1960.92,22.0,12.0,19.0,0.0,0.0,53.0,1960
1961.0,21.0,12.0,18.0,0.0,0.0,51.0,1961
1961.09,26.0,15.0,29.0,0.0,0.0,70.0,1961
1961.16,26.0,14.0,32.0,0.0,0.0,72.0,1961
1961.25,27.0,14.0,29.0,0.0,0.0,70.0,1961
1961.33,25.0,13.0,27.0,0.0,0.0,65.0,1961
1961.42,28.0,13.0,28.0,317.0,0.0,386.0,1961
1961.5,29.0,13.0,32.0,317.0,0.0,391.0,1961
1961.58,33.0,15.0,31.0,317.0,0.0,396.0,1961
1961.67,33.0,14.0,33.0,317.0,0.0,397.0,1961
1961.75,33.0,12.0,44.0,317.0,0.0,406.0,1961
1961.84,38.0,14.0,48.0,317.0,0.0,417.0,1961
1961.92,39.0,14.0,46.0,317.0,0.0,416.0,1961
1962.0,35.0,13.0,42.0,317.0,0.0,407.0,1962
1962.09,38.0,15.0,47.0,316.0,0.0,416.0,1962
1962.16,40.0,17.0,48.0,316.0,0.0,421.0,1962
1962.25,45.0,21.0,55.0,316.0,0.0,437.0,1962
1962.33,45.0,23.0,55.0,316.0,0.0,439.0,1962
1962.42,48.0,24.0,58.0,316.0,0.0,446.0,1962
1962.5,49.0,25.0,58.0,315.0,0.0,447.0,1962
1962.58,54.0,29.0,61.0,315.0,0.0,459.0,1962
1962.67,53.0,29.0,77.0,315.0,0.0,474.0,1962
1962.75,55.0,32.0,68.0,338.0,0.0,493.0,1962
1962.84,54.0,32.0,65.0,337.0,0.0,488.0,1962
1962.92,61.0,33.0,66.0,335.0,0.0,495.0,1962
1963.0,59.0,30.0,69.0,316.0,0.0,474.0,1963
1963.09,58.0,30.0,68.0,315.0,0.0,471.0,1963
1963.16,59.0,31.0,68.0,314.0,0.0,472.0,1963
1963.25,63.0,36.0,68.0,314.0,0.0,481.0,1963
1963.33,70.0,38.0,221.0,314.0,0.0,643.0,1963
1963.42,80.0,40.0,228.0,314.0,0.0,662.0,1963
1963.5,83.0,38.0,235.0,314.0,0.0,670.0,1963
1963.58,79.0,37.0,234.0,314.0,0.0,664.0,1963
1963.67,77.0,37.0,249.0,314.0,0.0,677.0,1963
1963.75,81.0,39.0,243.0,314.0,0.0,677.0,1963
1963.84,81.0,40.0,243.0,331.0,0.0,695.0,1963
1963.92,86.0,43.0,263.0,331.0,0.0,723.0,1963
1964.0,93.0,47.0,266.0,331.0,0.0,737.0,1964
1964.09,95.0,47.0,271.0,331.0,0.0,744.0,1964
1964.17,99.0,51.0,274.0,331.0,0.0,755.0,1964
1964.25,99.0,52.0,281.0,331.0,0.0,763.0,1964
1964.33,98.0,51.0,269.0,331.0,0.0,749.0,1964
1964.42,102.0,52.0,276.0,331.0,0.0,761.0,1964
1964.5,111.0,54.0,280.0,331.0,0.0,776.0,1964
1964.58,121.0,61.0,300.0,331.0,0.0,813.0,1964
1964.67,124.0,61.0,299.0,331.0,0.0,815.0,1964
1964.75,133.0,64.0,306.0,331.0,0.0,834.0,1964
1964.84,129.0,62.0,318.0,427.0,0.0,936.0,1964
1964.92,130.0,66.0,338.0,331.0,0.0,865.0,1964
1965.0,134.0,67.0,346.0,331.0,0.0,878.0,1965
1965.09,138.0,70.0,342.0,498.0,0.0,1048.0,1965
1965.16,156.0,76.0,358.0,634.0,0.0,1224.0,1965
1965.25,159.0,76.0,359.0,478.0,0.0,1072.0,1965
1965.33,166.0,81.0,366.0,477.0,0.0,1090.0,1965
1965.42,169.0,84.0,370.0,477.0,0.0,1100.0,1965
1965.5,174.0,86.0,374.0,477.0,0.0,1111.0,1965
1965.58,188.0,89.0,412.0,477.0,0.0,1166.0,1965
1965.67,196.0,91.0,420.0,474.0,0.0,1181.0,1965
1965.75,202.0,95.0,423.0,944.0,0.0,1664.0,1965
1965.84,206.0,101.0,469.0,940.0,0.0,1716.0,1965
1965.92,216.0,105.0,458.0,1048.0,0.0,1827.0,1965
1966.0,212.0,104.0,457.0,1045.0,0.0,1818.0,1966
1966.09,213.0,106.0,477.0,1077.0,0.0,1873.0,1966
1966.16,218.0,112.0,490.0,1037.0,0.0,1857.0,1966
1966.25,218.0,118.0,489.0,1032.0,0.0,1857.0,1966
1966.33,223.0,116.0,491.0,1030.0,0.0,1860.0,1966
1966.42,242.0,120.0,499.0,1076.0,0.0,1937.0,1966
1966.5,246.0,124.0,509.0,1082.0,0.0,1961.0,1966
1966.58,250.0,127.0,512.0,1016.0,0.0,1905.0,1966
1966.67,251.0,125.0,512.0,1063.0,0.0,1951.0,1966
1966.75,256.0,131.0,519.0,1024.0,0.0,1930.0,1966
1966.84,262.0,131.0,525.0,1040.0,0.0,1958.0,1966
1966.92,262.0,135.0,519.0,993.0,0.0,1909.0,1966
1967.0,263.0,137.0,534.0,990.0,0.0,1924.0,1967
1967.09,269.0,142.0,555.0,985.0,0.0,1951.0,1967
1967.16,273.0,148.0,570.0,975.0,0.0,1966.0,1967
1967.25,280.0,151.0,562.0,971.0,0.0,1964.0,1967
1967.33,293.0,155.0,569.0,964.0,0.0,1981.0,1967
1967.42,299.0,158.0,569.0,957.0,0.0,1983.0,1967
1967.5,307.0,157.0,570.0,954.0,0.0,1988.0,1967
1967.58,307.0,159.0,570.0,949.0,0.0,1985.0,1967
1967.67,314.0,164.0,576.0,949.0,0.0,2003.0,1967
1967.75,321.0,171.0,583.0,947.0,0.0,2022.0,1967
1967.84,318.0,169.0,572.0,942.0,0.0,2001.0,1967
1967.92,319.0,170.0,585.0,936.0,0.0,2010.0,1967
1968.0,320.0,168.0,596.0,937.0,0.0,2021.0,1968
1968.09,318.0,166.0,586.0,931.0,0.0,2001.0,1968
1968.17,324.0,173.0,596.0,923.0,0.0,2016.0,1968
1968.25,332.0,181.0,589.0,936.0,0.0,2038.0,1968
1968.33,325.0,178.0,578.0,920.0,0.0,2001.0,1968
1968.42,340.0,183.0,578.0,915.0,0.0,2016.0,1968
1968.5,343.0,188.0,586.0,913.0,0.0,2030.0,1968
1968.58,346.0,191.0,597.0,910.0,0.0,2044.0,1968
1968.67,351.0,189.0,600.0,907.0,0.0,2047.0,1968
1968.75,356.0,196.0,607.0,1010.0,0.0,2169.0,1968
1968.84,351.0,192.0,608.0,1153.0,0.0,2304.0,1968
1968.92,355.0,198.0,627.0,1153.0,0.0,2333.0,1968
1969.0,355.0,203.0,633.0,1149.0,0.0,2340.0,1969
1969.09,357.0,198.0,628.0,1145.0,0.0,2328.0,1969
1969.16,370.0,206.0,640.0,1177.0,0.0,2393.0,1969
1969.25,364.0,208.0,632.0,1171.0,0.0,2375.0,1969
1969.33,371.0,208.0,625.0,1164.0,0.0,2368.0,1969
1969.42,372.0,210.0,614.0,1157.0,0.0,2353.0,1969
1969.5,374.0,211.0,615.0,1170.0,0.0,2370.0,1969
1969.58,377.0,216.0,615.0,1167.0,0.0,2375.0,1969
1969.67,388.0,215.0,609.0,1165.0,0.0,2377.0,1969
1969.75,391.0,219.0,606.0,1412.0,0.0,2628.0,1969
1969.84,388.0,218.0,611.0,1401.0,0.0,2618.0,1969
1969.92,389.0,221.0,612.0,1395.0,0.0,2617.0,1969
1970.0,394.0,221.0,618.0,1387.0,0.0,2620.0,1970
1970.09,390.0,218.0,609.0,1381.0,0.0,2598.0,1970
1970.16,394.0,223.0,608.0,1370.0,0.0,2595.0,1970
1970.25,408.0,230.0,615.0,1364.0,0.0,2617.0,1970
1970.33,408.0,226.0,612.0,1360.0,0.0,2606.0,1970
1970.42,414.0,231.0,604.0,1353.0,0.0,2602.0,1970
1970.5,412.0,231.0,603.0,1350.0,0.0,2596.0,1970
1970.58,415.0,234.0,610.0,1342.0,0.0,2601.0,1970
1970.67,418.0,241.0,615.0,1338.0,0.0,2612.0,1970
1970.75,425.0,243.0,619.0,1919.0,0.0,3206.0,1970
1970.84,427.0,244.0,616.0,1915.0,0.0,3202.0,1970
1970.92,435.0,252.0,642.0,1913.0,0.0,3242.0,1970
1971.0,435.0,252.0,643.0,1906.0,0.0,3236.0,1971
1971.09,441.0,256.0,643.0,2021.0,0.0,3361.0,1971
1971.16,444.0,260.0,644.0,2017.0,0.0,3365.0,1971
1971.25,456.0,266.0,671.0,2011.0,0.0,3404.0,1971
1971.33,466.0,271.0,667.0,2006.0,0.0,3410.0,1971
1971.42,463.0,270.0,670.0,2002.0,0.0,3405.0,1971
1971.5,464.0,271.0,673.0,2000.0,0.0,3408.0,1971
1971.58,477.0,276.0,681.0,1995.0,0.0,3429.0,1971
1971.67,482.0,279.0,697.0,1992.0,0.0,3450.0,1971
1971.75,493.0,282.0,702.0,1991.0,0.0,3468.0,1971
1971.84,496.0,288.0,693.0,1989.0,0.0,3466.0,1971
1971.92,507.0,303.0,730.0,2014.0,0.0,3554.0,1971
1972.0,506.0,301.0,720.0,2007.0,0.0,3534.0,1972
1972.09,505.0,300.0,708.0,2004.0,0.0,3517.0,1972
1972.17,513.0,308.0,722.0,1993.0,0.0,3536.0,1972
1972.25,520.0,312.0,725.0,1974.0,0.0,3531.0,1972
1972.33,517.0,312.0,720.0,1965.0,0.0,3514.0,1972
1972.42,524.0,315.0,718.0,1963.0,0.0,3520.0,1972
1972.5,538.0,319.0,723.0,1959.0,0.0,3539.0,1972
1972.58,541.0,318.0,718.0,1954.0,0.0,3531.0,1972
1972.67,540.0,323.0,720.0,1949.0,0.0,3532.0,1972
1972.75,547.0,328.0,728.0,1948.0,0.0,3551.0,1972
1972.84,558.0,333.0,722.0,1945.0,0.0,3558.0,1972
1972.92,567.0,342.0,719.0,1943.0,0.0,3571.0,1972
1973.0,568.0,343.0,720.0,1941.0,0.0,3572.0,1973
1973.09,568.0,342.0,718.0,1939.0,0.0,3567.0,1973
1973.16,571.0,345.0,718.0,1931.0,0.0,3565.0,1973
1973.25,573.0,346.0,709.0,1952.0,0.0,3580.0,1973
1973.33,580.0,351.0,735.0,2119.0,0.0,3785.0,1973
1973.42,590.0,357.0,743.0,1963.0,0.0,3653.0,1973
1973.5,586.0,356.0,727.0,1939.0,0.0,3608.0,1973
1973.58,592.0,363.0,740.0,1931.0,0.0,3626.0,1973
1973.67,595.0,360.0,740.0,1926.0,0.0,3621.0,1973
1973.75,611.0,370.0,763.0,1920.0,0.0,3664.0,1973
1973.84,615.0,377.0,757.0,1938.0,0.0,3687.0,1973
1973.92,630.0,382.0,762.0,2157.0,0.0,3931.0,1973
1974.0,629.0,378.0,753.0,2155.0,0.0,3915.0,1974
1974.09,629.0,375.0,741.0,2153.0,0.0,3898.0,1974
1974.16,630.0,380.0,738.0,2153.0,0.0,3901.0,1974
1974.25,645.0,388.0,752.0,2151.0,0.0,3936.0,1974
1974.33,648.0,396.0,767.0,2149.0,0.0,3960.0,1974
1974.42,653.0,400.0,768.0,2145.0,0.0,3966.0,1974
1974.5,659.0,403.0,770.0,2142.0,0.0,3974.0,1974
1974.58,663.0,404.0,765.0,2140.0,0.0,3972.0,1974
1974.67,666.0,400.0,771.0,2140.0,0.0,3977.0,1974
1974.75,676.0,409.0,779.0,2137.0,0.0,4001.0,1974
1974.84,682.0,412.0,790.0,2134.0,0.0,4018.0,1974
1974.92,687.0,418.0,782.0,2134.0,0.0,4021.0,1974
1975.0,691.0,421.0,782.0,2132.0,0.0,4026.0,1975
1975.09,703.0,426.0,789.0,2132.0,0.0,4050.0,1975
1975.16,705.0,429.0,798.0,2132.0,0.0,4064.0,1975
1975.25,714.0,435.0,799.0,2180.0,0.0,4128.0,1975
1975.33,729.0,440.0,802.0,2424.0,0.0,4395.0,1975
1975.42,737.0,449.0,810.0,2422.0,0.0,4418.0,1975
1975.5,741.0,452.0,798.0,2501.0,0.0,4492.0,1975
1975.58,739.0,450.0,793.0,2679.0,0.0,4661.0,1975
1975.67,757.0,462.0,803.0,2751.0,0.0,4773.0,1975
1975.75,759.0,466.0,798.0,2670.0,0.0,4693.0,1975
1975.84,763.0,468.0,796.0,2666.0,0.0,4693.0,1975
1975.92,770.0,479.0,808.0,2661.0,0.0,4718.0,1975
1976.0,778.0,482.0,812.0,2722.0,0.0,4794.0,1976
1976.09,784.0,482.0,822.0,2925.0,0.0,5013.0,1976
1976.17,790.0,490.0,827.0,2925.0,0.0,5032.0,1976
1976.25,795.0,493.0,830.0,2915.0,0.0,5033.0,1976
1976.33,800.0,497.0,836.0,2906.0,0.0,5039.0,1976
1976.42,813.0,506.0,845.0,2903.0,0.0,5067.0,1976
1976.5,826.0,520.0,839.0,3148.0,0.0,5333.0,1976
1976.58,829.0,522.0,844.0,3148.0,0.0,5343.0,1976
1976.67,836.0,525.0,864.0,2899.0,0.0,5124.0,1976
1976.75,843.0,530.0,886.0,2898.0,0.0,5157.0,1976
1976.84,844.0,529.0,882.0,2895.0,0.0,5150.0,1976
1976.92,860.0,537.0,883.0,2957.0,0.0,5237.0,1976
1977.0,858.0,534.0,879.0,2935.0,0.0,5206.0,1977
1977.09,866.0,539.0,885.0,2872.0,0.0,5162.0,1977
1977.16,869.0,543.0,887.0,2866.0,0.0,5165.0,1977
1977.25,873.0,545.0,893.0,2860.0,0.0,5171.0,1977
1977.33,881.0,554.0,895.0,2892.0,0.0,5222.0,1977
1977.42,889.0,563.0,903.0,2887.0,0.0,5242.0,1977
1977.5,898.0,573.0,907.0,3061.0,0.0,5439.0,1977
1977.58,908.0,577.0,899.0,3053.0,0.0,5437.0,1977
1977.67,916.0,582.0,915.0,3110.0,0.0,5523.0,1977
1977.75,918.0,582.0,898.0,3104.0,0.0,5502.0,1977
1977.84,914.0,579.0,883.0,3097.0,0.0,5473.0,1977
1977.92,929.0,589.0,897.0,3341.0,0.0,5756.0,1977
1978.0,942.0,597.0,896.0,3334.0,0.0,5769.0,1978
1978.09,940.0,600.0,901.0,3324.0,0.0,5765.0,1978
1978.16,947.0,607.0,896.0,3321.0,0.0,5771.0,1978
1978.25,946.0,606.0,882.0,3312.0,0.0,5746.0,1978
1978.33,953.0,608.0,888.0,3295.0,0.0,5744.0,1978
1978.42,966.0,622.0,883.0,3300.0,0.0,5771.0,1978
1978.5,966.0,622.0,858.0,3286.0,0.0,5732.0,1978
1978.58,969.0,626.0,841.0,3271.0,0.0,5707.0,1978
1978.67,967.0,624.0,849.0,3266.0,0.0,5706.0,1978
1978.75,982.0,631.0,858.0,3266.0,0.0,5737.0,1978
1978.84,980.0,631.0,857.0,3307.0,0.0,5775.0,1978
1978.92,999.0,644.0,869.0,3291.0,0.0,5803.0,1978
1979.0,999.0,642.0,870.0,3276.0,0.0,5787.0,1979
1979.09,1005.0,652.0,855.0,3263.0,0.0,5775.0,1979
1979.16,1016.0,651.0,850.0,3257.0,0.0,5774.0,1979
1979.25,1019.0,656.0,857.0,3238.0,0.0,5770.0,1979
1979.33,1020.0,653.0,867.0,3210.0,0.0,5750.0,1979
1979.42,1028.0,661.0,889.0,3191.0,0.0,5769.0,1979
1979.5,1026.0,662.0,890.0,3164.0,0.0,5742.0,1979
1979.58,1026.0,664.0,896.0,3143.0,0.0,5729.0,1979
1979.67,1028.0,661.0,888.0,3140.0,0.0,5717.0,1979
1979.75,1029.0,665.0,898.0,3218.0,0.0,5810.0,1979
1979.84,1028.0,664.0,882.0,3353.0,0.0,5927.0,1979
1979.92,1026.0,662.0,875.0,3379.0,0.0,5942.0,1979
1980.0,1026.0,662.0,864.0,3356.0,0.0,5908.0,1980
1980.09,1032.0,666.0,866.0,3364.0,0.0,5928.0,1980
1980.17,1037.0,666.0,869.0,3349.0,0.0,5921.0,1980
1980.25,1038.0,669.0,869.0,3419.0,0.0,5995.0,1980
1980.33,1041.0,668.0,873.0,3409.0,0.0,5991.0,1980
1980.42,1048.0,671.0,879.0,3391.0,0.0,5989.0,1980
1980.5,1055.0,679.0,889.0,3380.0,0.0,6003.0,1980
1980.58,1051.0,672.0,885.0,3383.0,0.0,5991.0,1980
1980.67,1055.0,674.0,912.0,3373.0,0.0,6014.0,1980
1980.75,1055.0,679.0,927.0,3359.0,0.0,6020.0,1980
1980.84,1050.0,681.0,903.0,3340.0,0.0,5974.0,1980
1980.92,1061.0,681.0,887.0,3327.0,0.0,5956.0,1980
1981.0,1062.0,678.0,883.0,3565.0,0.0,6188.0,1981
1981.09,1067.0,679.0,877.0,3548.0,0.0,6171.0,1981
1981.16,1079.0,684.0,903.0,3535.0,0.0,6201.0,1981
1981.25,1077.0,679.0,943.0,3529.0,0.0,6228.0,1981
1981.33,1080.0,683.0,950.0,3517.0,0.0,6230.0,1981
1981.42,1084.0,690.0,947.0,3496.0,0.0,6217.0,1981
1981.5,1083.0,693.0,938.0,3971.0,0.0,6685.0,1981
1981.58,1100.0,702.0,935.0,3959.0,0.0,6696.0,1981
1981.67,1111.0,708.0,935.0,3944.0,0.0,6698.0,1981
1981.75,1111.0,713.0,932.0,3940.0,0.0,6696.0,1981
1981.84,1116.0,712.0,916.0,3945.0,0.0,6689.0,1981
1981.92,1126.0,708.0,915.0,3929.0,0.0,6678.0,1981
1982.0,1129.0,713.0,919.0,3913.0,0.0,6674.0,1982
1982.09,1132.0,718.0,917.0,3904.0,0.0,6671.0,1982
1982.16,1142.0,725.0,918.0,3889.0,0.0,6674.0,1982
1982.25,1149.0,731.0,915.0,3875.0,0.0,6670.0,1982
1982.33,1167.0,734.0,919.0,3925.0,0.0,6745.0,1982
1982.42,1178.0,741.0,948.0,3998.0,0.0,6865.0,1982
1982.5,1183.0,739.0,935.0,3990.0,0.0,6847.0,1982
1982.58,1178.0,742.0,947.0,3982.0,0.0,6849.0,1982
1982.67,1186.0,751.0,957.0,3971.0,0.0,6865.0,1982
1982.75,1190.0,750.0,947.0,3959.0,0.0,6846.0,1982
1982.84,1192.0,752.0,933.0,3945.0,0.0,6822.0,1982
1982.92,1198.0,750.0,957.0,3945.0,0.0,6850.0,1982
1983.0,1204.0,751.0,939.0,3926.0,0.0,6820.0,1983
1983.09,1210.0,752.0,979.0,3927.0,0.0,6868.0,1983
1983.16,1217.0,761.0,967.0,3924.0,0.0,6869.0,1983
1983.25,1230.0,775.0,992.0,3919.0,0.0,6916.0,1983
1983.33,1236.0,776.0,983.0,3913.0,0.0,6908.0,1983
1983.42,1249.0,785.0,988.0,3906.0,0.0,6928.0,1983
1983.5,1260.0,792.0,1003.0,3932.0,0.0,6987.0,1983
1983.58,1269.0,804.0,1016.0,3962.0,0.0,7051.0,1983
1983.67,1273.0,802.0,1017.0,3946.0,0.0,7038.0,1983
1983.75,1271.0,801.0,1010.0,3935.0,0.0,7017.0,1983
1983.84,1274.0,801.0,1015.0,3929.0,0.0,7019.0,1983
1983.92,1277.0,811.0,1022.0,3953.0,0.0,7063.0,1983
1984.0,1285.0,813.0,1010.0,3953.0,0.0,7061.0,1984
1984.09,1301.0,820.0,1063.0,3946.0,0.0,7130.0,1984
1984.17,1308.0,826.0,1092.0,3917.0,0.0,7143.0,1984
1984.25,1316.0,828.0,1094.0,3912.0,0.0,7150.0,1984
1984.33,1330.0,833.0,1062.0,3907.0,0.0,7132.0,1984
1984.42,1342.0,840.0,1123.0,3902.0,0.0,7207.0,1984
1984.5,1345.0,837.0,1161.0,3900.0,0.0,7243.0,1984
1984.58,1362.0,856.0,1201.0,3896.0,0.0,7315.0,1984
1984.67,1368.0,864.0,1217.0,3906.0,0.0,7355.0,1984
1984.75,1369.0,860.0,1191.0,3904.0,0.0,7324.0,1984
1984.84,1375.0,866.0,1182.0,3905.0,0.0,7328.0,1984
1984.92,1373.0,870.0,1173.0,3905.0,0.0,7321.0,1984
1985.0,1384.0,874.0,1152.0,3902.0,0.0,7312.0,1985
1985.09,1387.0,876.0,1166.0,3902.0,0.0,7331.0,1985
1985.16,1399.0,882.0,1171.0,4092.0,0.0,7544.0,1985
1985.25,1408.0,886.0,1174.0,4088.0,0.0,7556.0,1985
1985.33,1414.0,893.0,1191.0,4083.0,0.0,7581.0,1985
1985.42,1426.0,902.0,1207.0,4098.0,0.0,7633.0,1985
1985.5,1427.0,901.0,1208.0,4077.0,0.0,7613.0,1985
1985.58,1438.0,913.0,1244.0,4075.0,0.0,7670.0,1985
1985.67,1439.0,917.0,1267.0,4355.0,0.0,7978.0,1985
1985.75,1456.0,932.0,1286.0,4412.0,0.0,8086.0,1985
1985.84,1458.0,934.0,1289.0,4429.0,0.0,8110.0,1985
1985.92,1466.0,938.0,1311.0,4434.0,0.0,8149.0,1985
1986.0,1478.0,941.0,1290.0,4430.0,0.0,8139.0,1986
1986.09,1487.0,947.0,1277.0,4463.0,0.0,8174.0,1986
1986.16,1490.0,946.0,1285.0,4457.0,0.0,8178.0,1986
1986.25,1495.0,947.0,1283.0,4444.0,0.0,8169.0,1986
1986.33,1501.0,951.0,1300.0,4422.0,0.0,8174.0,1986
1986.42,1512.0,957.0,1307.0,4406.0,0.0,8182.0,1986
1986.5,1514.0,961.0,1310.0,4396.0,0.0,8181.0,1986
1986.58,1519.0,963.0,1311.0,4386.0,0.0,8179.0,1986
1986.67,1525.0,967.0,1322.0,4400.0,0.0,8214.0,1986
1986.75,1531.0,975.0,1327.0,4391.0,0.0,8224.0,1986
1986.84,1542.0,978.0,1307.0,4874.0,0.0,8701.0,1986
1986.92,1546.0,984.0,1304.0,4891.0,0.0,8725.0,1986
1987.0,1549.0,990.0,1292.0,5076.0,0.0,8907.0,1987
1987.09,1560.0,1001.0,1306.0,5071.0,0.0,8938.0,1987
1987.16,1570.0,1003.0,1311.0,5063.0,0.0,8947.0,1987
1987.25,1573.0,1005.0,1309.0,5045.0,0.0,8932.0,1987
1987.33,1582.0,1006.0,1348.0,5028.0,0.0,8964.0,1987
1987.42,1591.0,1006.0,1341.0,5015.0,0.0,8953.0,1987
1987.5,1598.0,1013.0,1345.0,5005.0,1.0,8962.0,1987
1987.58,1600.0,1015.0,1330.0,4983.0,1.0,8929.0,1987
1987.67,1614.0,1022.0,1347.0,4966.0,1.0,8950.0,1987
1987.75,1615.0,1023.0,1330.0,4935.0,1.0,8904.0,1987
1987.84,1616.0,1021.0,1307.0,4917.0,1.0,8862.0,1987
1987.92,1626.0,1031.0,1314.0,5048.0,1.0,9020.0,1987
1988.0,1628.0,1027.0,1301.0,5070.0,1.0,9027.0,1988
1988.09,1632.0,1033.0,1316.0,5031.0,1.0,9013.0,1988
1988.17,1652.0,1043.0,1326.0,5001.0,1.0,9023.0,1988
1988.25,1653.0,1043.0,1328.0,4967.0,1.0,8992.0,1988
1988.33,1663.0,1043.0,1319.0,4983.0,1.0,9009.0,1988
1988.42,1669.0,1045.0,1314.0,4957.0,1.0,8986.0,1988
1988.5,1672.0,1045.0,1304.0,4944.0,1.0,8966.0,1988
1988.58,1678.0,1052.0,1339.0,4918.0,1.0,8988.0,1988
1988.67,1692.0,1062.0,1376.0,4883.0,1.0,9014.0,1988
1988.75,1694.0,1063.0,1389.0,4841.0,1.0,8988.0,1988
1988.84,1695.0,1063.0,1373.0,4775.0,1.0,8907.0,1988
1988.92,1699.0,1066.0,1387.0,4724.0,1.0,8877.0,1988
1989.0,1697.0,1068.0,1370.0,4667.0,1.0,8803.0,1989
1989.09,1711.0,1072.0,1379.0,4592.0,1.0,8755.0,1989
1989.16,1722.0,1076.0,1368.0,4520.0,1.0,8687.0,1989
1989.25,1720.0,1071.0,1343.0,4436.0,1.0,8571.0,1989
1989.33,1723.0,1074.0,1336.0,4373.0,1.0,8507.0,1989
1989.42,1728.0,1082.0,1350.0,4337.0,1.0,8498.0,1989
1989.5,1736.0,1087.0,1346.0,4293.0,1.0,8463.0,1989
1989.58,1737.0,1083.0,1422.0,4267.0,1.0,8510.0,1989
1989.67,1751.0,1094.0,1427.0,4220.0,1.0,8493.0,1989
1989.75,1748.0,1091.0,1426.0,4179.0,1.0,8445.0,1989
1989.84,1749.0,1092.0,1409.0,4142.0,1.0,8393.0,1989
1989.92,1748.0,1099.0,1428.0,4097.0,1.0,8373.0,1989
1990.0,1758.0,1103.0,1450.0,4054.0,1.0,8366.0,1990
1990.09,1766.0,1106.0,1441.0,4025.0,1.0,8339.0,1990
1990.16,1768.0,1109.0,1431.0,4001.0,1.0,8310.0,1990
1990.25,1789.0,1119.0,1429.0,3969.0,1.0,8307.0,1990
1990.33,1790.0,1121.0,1437.0,3950.0,1.0,8299.0,1990
1990.42,1800.0,1124.0,1441.0,3939.0,1.0,8305.0,1990
1990.5,1805.0,1127.0,1476.0,3929.0,1.0,8338.0,1990
1990.58,1821.0,1138.0,1489.0,3916.0,1.0,8365.0,1990
1990.67,1825.0,1135.0,1489.0,3903.0,1.0,8353.0,1990
1990.75,1827.0,1136.0,1466.0,3994.0,1.0,8424.0,1990
1990.84,1835.0,1146.0,1476.0,3989.0,1.0,8447.0,1990
1990.92,1848.0,1152.0,1486.0,4008.0,1.0,8495.0,1990
